충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
죽전e편한세상,죽전e편한세상,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 대지로 148,경기도 용인시 수지구 죽전동 1119번지 내대지마을죽전이편한세상,한국전기차충전서비스,1522-1782,37.3290815550,127.1260920582,2022-10-12
총신대학교 신학대학원,총신대학교 신학대학원,경기도,-,00:00,24:00,Y,N,AC완속,2,0,Y,경기도 용인시 처인구 양지면 학촌로 110,경기도 용인시 처인구 양지면 제일리 산41-11번지,한국전기차충전서비스,1522-1782,37.2475177216,127.2979408214,2022-10-12
고림동금평마을영화아파트,고림동금평마을영화아파트,경기도,-,00:00,24:00,Y,N,AC완속,4,0,N,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동(1000 (금평마을영화아파트))",경기도 용인시 처인구 고림동 1000번지 금평마을영화아파트 201동~206동,차지비,031-288-3227,37.2657674693,127.2246055116,2022-10-12
동천마을현대홈타운아파트,동천마을현대홈타운아파트,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 수지로 487 105동앞 지하1층 C11구역,경기도 용인시 수지구 동천동 859번지 동천마을현대홈타운아파트 105동앞 지하1층 C11구역,차지비,031-288-3227,37.3397212114,127.0995545441,2022-10-12
백현마을상록롯데캐슬아파트,백현마을상록롯데캐슬아파트,경기도,-,00:00,24:00,Y,N,AC완속,6,0,N,"경기도 용인시 기흥구 동백5로 79 (중동, 백현마을상록롯데캐슬아파트)2004동 지상",경기도 용인시 기흥구 중동 878번지 백현마을상록롯데캐슬아파트 2004동 지상,차지비,031-288-3227,37.2765907599,127.1579694249,2022-10-12
수지동문굿모닝힐5차아파트,수지동문굿모닝힐5차아파트,경기도,-,00:00,24:00,Y,N,AC완속,13,0,N,경기도 용인시 수지구 동천로 64,"경기도 용인시 수지구 동천동 914번지 501동~515동 지하 1층, 515동 3-4라인",차지비,031-288-3227,37.3418792130,127.0979851141,2022-10-12
용인성복힐스테이트3차아파트,용인성복힐스테이트3차아파트,경기도,-,00:00,24:00,Y,N,AC완속,4,0,N,"경기도 용인시 수지구 성복2로 220 (성복동, 버들치마을힐스테이트3차)(760 (버들치마을힐스테이트3차))",경기도 용인시 수지구 성복동 760번지 버들치마을힐스테이트3차,차지비,031-288-3227,37.3211499271,127.0655677419,2022-10-12
용인시 기흥역더?오피스텔,용인시 기흥역더?오피스텔,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 기흥역로58번길 78,경기도 용인시 기흥구 구갈동 661번지 B2(기흥역 더샵 B2),차지비,031-288-3227,37.2719795961,127.1180054574,2022-10-12
용인시 대지마을중앙하이츠빌,용인시 대지마을중앙하이츠빌,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 현암로63번길 2,경기도 용인시 수지구 죽전동 1112번지 대지마을중앙하이츠빌 주차장,차지비,031-288-3227,37.3321596291,127.1161883367,2022-10-12
용인시 보뜨랑마을벽산블루밍,용인시 보뜨랑마을벽산블루밍,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 신수로783번길 50,경기도 용인시 수지구 동천동 912번지 보뜨랑마을벽산블루밍아파트 지하2층 주차장,차지비,031-288-3227,37.3425381325,127.0982525555,2022-10-12
호수마을휴먼시아입주자대표회의,호수마을휴먼시아입주자대표회의,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 동백8로 27,경기도 용인시 기흥구 동백동 575번지 (575 호수마을휴먼시아),파워큐브,1833-8017,37.2872166678,127.1543338192,2022-10-12
흥덕우남퍼스트빌리젠트 입주자대표회의,흥덕우남퍼스트빌리젠트 입주자대표회의,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 흥덕중앙로105번길 40(흥덕마을15단지 우남퍼스트빌리젠트),경기도 용인시 기흥구 영덕동 953번지 흥덕마을15단지우남퍼스트빌리젠트,파워큐브,1833-8017,37.2795039331,127.0800655360,2022-10-12
동천더샵파크사이드,동천더샵파크사이드,경기도,-,00:00,24:00,Y,N,AC완속,4,0,N,경기도 용인시 수지구 동천로178번길 4동천더샵아파트,경기도 용인시 수지구 동천동 917번지 동천더샵아파트,매니지온,1833-2377,37.3380172899,127.0863666674,2022-10-12
나인무인텔,나인무인텔,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 원삼면 좌찬로 142,경기도 용인시 처인구 원삼면 좌항리 20-9번지 나인무인텔,타디스테크놀로지,02-6956-3000,37.2082886324,127.3204046979,2022-10-12
삼천리 에버랜드 복합충전소(완속),삼천리 에버랜드 복합충전소(완속),경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 포곡읍 곡현로 74,경기도 용인시 처인구 포곡읍 유운리 392번지 에버랜드 주차장,타디스테크놀로지,02-6956-3000,37.2932547206,127.2223052755,2022-10-12
경기 용인시 기흥구 서천동로43번길 5-15 (저압수용가),경기 용인시 기흥구 서천동로43번길 5-15 (저압수용가),경기도,-,09:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 서천동로43번길 5-15,경기도 용인시 기흥구 서천동 782-7번지 경기 용인시 기흥구 서천동로43번길 5-15,스타코프,02-1833-4903,37.2370642546,127.0769977878,2022-10-12
경기 용인시 기흥구 트리플힐스로 7-12 (저압수용가),경기 용인시 기흥구 트리플힐스로 7-12 (저압수용가),경기도,-,09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 트리플힐스로 7-12,경기도 용인시 기흥구 영덕동 1097-12번지 경기 용인시 기흥구 트리플힐스로 7-12,스타코프,02-1833-4903,37.2744191014,127.0900761952,2022-10-12
경기 용인시 수지구 신봉1로172번길 38 (저압수용가),경기 용인시 수지구 신봉1로172번길 38 (저압수용가),경기도,-,09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 신봉1로172번길 38,경기도 용인시 수지구 신봉동 242-2번지,스타코프,02-1833-4903,37.3310393029,127.0708274590,2022-10-12
경기 용인시 처인구 모현읍 오산로13번길 38-34 (저압수용가),경기 용인시 처인구 모현읍 오산로13번길 38-34 (저압수용가),경기도,-,09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 모현읍 오산로13번길 38-34,경기도 용인시 처인구 모현읍 오산리 34-17번지 경기 용인시 처인구 모현읍 오산로13번길 38-34,스타코프,02-1833-4903,37.3316684898,127.1620319572,2022-10-12
경기 용인시 처인구 포곡읍 영문로29번길 95-20 (저압수용가),경기 용인시 처인구 포곡읍 영문로29번길 95-20 (저압수용가),경기도,-,09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 포곡읍 영문로29번길 95-20,경기도 용인시 처인구 포곡읍 영문리 443-19번지,스타코프,02-1833-4903,37.2681297154,127.1989266649,2022-10-12
고영테크놀러지 RnD 센터,고영테크놀러지 RnD 센터,경기도,-,09:00,18:00,Y,N,AC완속,13,0,N,경기도 용인시 수지구 포은대로59번길 18,경기도 용인시 수지구 상현동 1188번지 고영테크놀러지 RnD 센터,스타코프,02-1833-4903,37.3011705754,127.0667771933,2022-10-12
기아 신갈지점,기아 신갈지점,경기도,-,09:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 용구대로 2253,경기도 용인시 기흥구 신갈동 669번지 기아 신갈지점,스타코프,02-1833-4903,37.2880822878,127.1081316294,2022-10-12
용인시 성동마을엘지빌리지2차,용인시 성동마을엘지빌리지2차,경기도,-,00:00,24:00,Y,N,AC완속,18,0,N,"경기도 용인시 수지구 수지로113번길 15 P1,P3 B1(90 성동마을엘지빌리지2차아파트 P1,P3 B1)","경기도 용인시 수지구 성복동 90번지 P1,P3 B1(90 성동마을엘지빌리지2차아파트 P1,P3 B1)",차지비,031-288-3227,37.3132238848,127.0772259849,2022-10-12
용인시 수지건영아파트,용인시 수지건영아파트,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 수풍로23번길 25,경기도 용인시 수지구 풍덕천동 694번지 건영아파트 지하주차장,차지비,031-288-3227,37.3266761366,127.0858757626,2022-10-12
용인시 신정마을성지아파트,용인시 신정마을성지아파트,경기도,-,00:00,24:00,Y,N,AC완속,8,0,N,경기도 용인시 수지구 정평로 61,"경기도 용인시 수지구 풍덕천동 1021번지 가 주차장 B1 79, 나 주차장 B1 18",차지비,031-288-3227,37.3218823882,127.0863422478,2022-10-12
용인시 에이스카운티아파트,용인시 에이스카운티아파트,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 처인구 이동읍 백옥대로 737,경기도 용인시 처인구 이동읍 천리 1142번지 에이스카운티아파트 107동 B1호,차지비,031-288-3227,37.2016076047,127.2067073448,2022-10-12
용인시 용인수하림,용인시 용인수하림,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 포곡읍 영문리 113-6주차장,경기도 용인시 처인구 포곡읍 영문리 113-6주차장,차지비,031-288-3227,37.2750491591,127.2120963559,2022-10-12
경기용인_신흥덕롯데캐슬레이시티5,경기용인_신흥덕롯데캐슬레이시티5,경기도,-,00:00,24:00,Y,N,AC완속,9,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하3층 162번기둥(736 신흥덕롯데캐슬레이시티 지하3층 162번기둥),에버온,1661-7766,37.2711838659,127.1008539824,2022-10-12
경기용인_신흥덕롯데캐슬레이시티9,경기용인_신흥덕롯데캐슬레이시티9,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하2층 260번기둥(736 신흥덕롯데캐슬레이시티 지하2층 260번기둥),에버온,1661-7766,37.2711838659,127.1008539824,2022-10-12
경기용인푸른마을용인자이,경기용인푸른마을용인자이,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 처인구 금학로 520,경기도 용인시 처인구 마평동 957번지 지하주차장 B1 기둥B15,에버온,1661-7766,37.2341976693,127.2196134385,2022-10-12
광교산자이아파트102동,광교산자이아파트102동,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉2로 93,경기도 용인시 수지구 신봉동 960번지 광교산자이 102동 B2 19기둥,에버온,1661-7766,37.3281285821,127.0710359043,2022-10-12
금화마을주공4단지2,금화마을주공4단지2,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 금화로58번길 10 (상갈동, 금화마을주공4단지아파트)",경기도 용인시 기흥구 상갈동 463번지 금화마을주공4단지아파트,에버온,1661-7766,37.2627714522,127.1109694877,2022-10-12
기흥동행정복지센터,기흥동행정복지센터,경기도,"토, 일",09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 고매로43번길 12-14,경기도 용인시 기흥구 공세동 191-3번지 기흥동행정복지센터,에버온,1661-7766,37.2315257928,127.1155266202,2022-10-12
기흥파크뷰 2,기흥파크뷰 2,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",경기도 용인시 기흥구 신갈동 697번지 녹원마을새천년그린빌5단지아파트,에버온,1661-7766,37.2888660097,127.1190257161,2022-10-12
더샵동천이스트포레,더샵동천이스트포레,경기도,-,09:00,18:00,Y,N,AC완속,20,0,N,경기도 용인시 수지구 수풍로 89 더샵동천이스트포레(더샵 동천이스트포레),경기도 용인시 수지구 동천동 산151-2번지 더샵동천이스트포레,스타코프,02-1833-4903,37.3321790804,127.0923588460,2022-10-12
삼성전자 기흥캠퍼스,삼성전자 기흥캠퍼스,경기도,-,09:00,18:00,Y,N,AC완속,17,0,N,경기도 용인시 기흥구 삼성로 1,경기도 용인시 기흥구 농서동 산24번지 삼성전자 기흥캠퍼스 삼성전자(주)기흥캠퍼스,스타코프,02-1833-4903,37.2286936056,127.0830303783,2022-10-12
성복역 롯데캐슬파크나인 1차아파트 입주자대표회의,성복역 롯데캐슬파크나인 1차아파트 입주자대표회의,경기도,-,09:00,18:00,Y,N,AC완속,18,0,N,경기도 용인시 수지구 성복1로 13 성복역 롯데캐슬파크나인 1차아파트 입주자대표회의(롯데캐슬 파크나인),경기도 용인시 수지구 성복동 814번지 성복역 롯데캐슬파크나인 1차아파트 입주자대표회의(롯데캐슬 파크나인),스타코프,02-1833-4903,37.3111880403,127.0750706554,2022-10-12
연원마을 성원아파트,연원마을 성원아파트,경기도,-,09:00,18:00,Y,N,AC완속,17,0,N,경기도 용인시 기흥구 연원로 49연원마을 성원아파트(694 연원마을성원상떼빌아파트),경기도 용인시 기흥구 보정동 694번지 연원마을성원상떼빌아파트 성원아파트 연원마을,스타코프,02-1833-4903,37.3044769539,127.1103598056,2022-10-12
희망의도시오피스텔,희망의도시오피스텔,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 서그내로 52,경기도 용인시 기흥구 서천동 283번지 희망의도시,홈앤서비스,1670-0119,37.2429638469,127.0732102869,2022-10-12
용인 흥덕노블레스,용인 흥덕노블레스,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 흥덕중앙로 59,경기도 용인시 기흥구 영덕동 975-7번지 흥덕노블레스,한국전자금융,1533-2522,37.2765156269,127.0737090085,2022-10-12
용인심곡마을광교힐스테이트,용인심곡마을광교힐스테이트,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 수지로 75,경기도 용인시 수지구 상현동 1099번지 광교 힐스테이트,한국전기차인프라기술,1877-6546,37.3082537151,127.0737330158,2022-10-12
세이브솔라,세이브솔라,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 양지면 주북로173번길 95-7,경기도 용인시 처인구 양지면 주북리 342번지,삼성EVC,062-941-9360,37.2542290280,127.2529743374,2022-10-12
행복횟집,행복횟집,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 이동읍 백옥대로 664-10,경기도 용인시 처인구 이동읍 천리 715번지,삼성EVC,062-941-9360,37.1965173630,127.2078087657,2022-10-12
금강아파트,금강아파트,경기도,-,00:00,24:00,Y,N,AC완속,8,0,N,경기도 용인시 처인구 명지로 15-29(721-2 역북마을금강아파트),경기도 용인시 처인구 역북동 721-2번지 역북마을금강아파트,휴맥스이브이,1800-3188,37.2347475506,127.1906605681,2022-10-12
기흥SK아펠바움콘도미니엄,기흥SK아펠바움콘도미니엄,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 기흥단지로 394(5-56 기흥SK아펠바움콘도미니엄),경기도 용인시 기흥구 고매동 5-56번지 기흥SK아펠바움콘도미니엄,휴맥스이브이,1800-3188,37.2172928702,127.1355599228,2022-10-12
꽃메마을현대홈타운4차4단지552동,꽃메마을현대홈타운4차4단지552동,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,"경기도 용인시 수지구 푸른솔로 20 (죽전동, 꽃메마을현대홈타운4단지아파트)",경기도 용인시 수지구 죽전동 1303번지 꽃메마을현대홈타운4단지아파트,에버온,1661-7766,37.3222548224,127.1166337497,2022-10-12
동백 동원로얄듀크(P2주차장),동백 동원로얄듀크(P2주차장),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 동백죽전대로 455-17,경기도 용인시 기흥구 동백동 683번지 동원마을 동원로얄듀크 P2주차장 지하2층 A13 기둥 옆,에버온,1661-7766,37.2806311547,127.1494569151,2022-10-12
만현마을8단지두산위브아파트804동,만현마을8단지두산위브아파트804동,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 만현로 127 (상현동, 만현마을8단지두산위브아파트)804동방향 13~14기둥",경기도 용인시 수지구 상현동 861번지 만현마을8단지두산위브아파트 804동방향 13~14기둥,에버온,1661-7766,37.3051635211,127.0868852125,2022-10-12
